created_on,dataset_name,original_dataset_path,dataset_for_stage2,rows,columns,numeric_columns_count,categorical_columns_count,average_missing_percentage,duplicate_rows,possible_target_columns,user_preferred_target,system_selected_target_candidate,user_goal_low_weight,base_folder
2026-09-08 21:57:03.319574,dataset.csv,D:\data\dataset.csv,D:\data\Base_Folder_for_ML_Research_After_Stage_0_and_1\01_Core_Dataset\dataset_for_stage_2.csv,3900,16,5,11,0.0,0,['subscription_status'],subscription_status,subscription_status,Prediction,D:\data\Base_Folder_for_ML_Research_After_Stage_0_and_1
