stage,created_on,dataset_name,raw_dataset_path,stage0_path,stage1_dataset_path,stage1_dataset_exists,raw_rows,raw_columns,stage1_rows,stage1_columns,numeric_columns_count,categorical_columns_count,raw_missing_percentage,raw_duplicate_rows,possible_target_columns,risk_columns_count,stage0_files_count,key_stage0_files_count,stage1_input_files_csv,stage1_required_actions_csv,stage1_blockers_csv,stage1_instruction
Stage 24 - Stage0 Total Intelligence,2026-09-08 21:10:15.836686,dataset.csv,D:\data\dataset.csv,D:\data\stage0-launch-pad,D:\data\dataset_for_stage_1.csv,True,3900,16,3900,16,5,11,0.0,0,['Subscription Status'],4,120,26,D:\data\stage0-launch-pad\24_stage0_total_intelligence\stage1_input_files.csv,D:\data\stage0-launch-pad\24_stage0_total_intelligence\stage1_required_actions.csv,D:\data\stage0-launch-pad\24_stage0_total_intelligence\stage1_blockers_and_warnings.csv,"Read this JSON first, then load dataset_for_stage_1.csv."
